,Address,Lat,Long,Area,Asking,Bathrooms,Bedrooms,Built Year,Developer,District,facilities,Floor,Furnish,HDB Town,Model,No. of Units,Property Name,Property Type,PSF,Tenure,X-Valuation,DistrictValue
33,1 Dundee Road (149456),1.294827941,103.8067413,807,1479000,2,3+1,NA,HY Realty (Dundee) Pte Ltd,D3 - Alexandra / Commonwealth,Corner Unit|Park/greenery View|City View|Air Conditioning|Intercom|Water Heater|Cooker Hob/hood|Balcony,43,Partially Furnished,NA,Condominium,736,Queens Peak,Condominium,1833,LEASEHOLD/99 years,NA,3
34,19 Keppel Bay Drive (098021),1.266088287,103.8169926,678,1539000,2,1,2018,Keppel Bay Pte Ltd,D4 - Sentosa / Harbourfront,Water Feature|Play Area|Pathway / Forest Walk|Bbq Area|50M Lap Pool|Reflective Pools|Public Promenade|Changing Rooms|Clubhouse|Kid's Pool / Splash Pool With Jumping Jets|Jacuzzi / Hydro Spa|Tennis Court|Park/greenery View|Original Condition|Air Conditioning|Water Heater|Cooker Hob/hood|Walk-in-wardrobe|Balcony,4,Not Furnished,NA,Condominium,366,Corals At Keppel Bay,Condominium,2270,LEASEHOLD/99 years,NA,4
35,101 Prince Charles Crescent (159017),1.29269479,103.8204115,936,2133000,2,2,2018,Wingcrown Investment Pte Ltd,D3 - Alexandra / Commonwealth,Renovated|Park/greenery View|Original Condition|Intercom|Cooker Hob/hood|Water Heater|Air Conditioning|Balcony|Walk-in-wardrobe,13,Partially Furnished,NA,Condominium,469,The Crest,Condominium,2279,LEASEHOLD/99 years,NA,3
36,19 Keppel Bay Drive (098021),1.266088287,103.8169926,678,1539000,5,1,2018,Keppel Bay Pte Ltd,D4 - Sentosa / Harbourfront,Pathway / Forest Walk|Jacuzzi / Hydro Spa|50M Lap Pool|Tennis Court|Kid's Pool / Splash Pool With Jumping Jets|Play Area|Changing Rooms|Public Promenade|Reflective Pools|Water Feature|Clubhouse|Bbq Area|Park/greenery View|Original Condition|Air Conditioning|Water Heater|Cooker Hob/hood|Walk-in-wardrobe|Balcony,4,Not Furnished,NA,Condominium,366,Corals At Keppel Bay,Condominium,2270,LEASEHOLD/99 years,NA,4
37,11 Mount Sophia (228461),1.300258596,103.8472447,958,2114000,2,3,2017,Hoi Hup Sunway Mount Sophia Pte Ltd,D9 - Orchard / River Valley,The Sophia Grand Staircase|Main Entrance Drop-off Plaza|Lagoon Pool|Yoga Decks|Jacuzzi|Substation|Jogging Path|Reflective Pool|Lounge|Fitness Stations|50M Lap Pool|Children's Water Play|Conserved Building: Restaurant|Conserved Building: Childcare/kindergarten|Male And Female Changing And Steam Rooms|Games Room|Internet Corner|Sunning Deck|Vantage Deck|Management Office|Seating Corner|Mountain Terraces|Water Cascades|Function Rooms|Steps Cascades|Timber Deck|Pavilion|Bbq Corner|Adventure Playground|Bin Centre|Guardhouse|Bio-pond|Toddler's Playground|Clubhouse Drop-off Plaza|Multi-purpose Media Room|The Sophia Mirror Pool|Water Wall|Children's Pool|Childcare Drop-off Plaza|Residents' Side Gate|Gymnasium|Park/greenery View|Original Condition|City View|Water Heater|Air Conditioning|Cooker Hob/hood|Intercom|Walk-in-wardrobe|Balcony,4,Partially Furnished,NA,Condominium,493,Sophia Hills,Condominium,2207,LEASEHOLD/99 years,NA,9
38,11 Mount Sophia (228461),1.300258596,103.8472447,958,2114000,2,3,2017,Hoi Hup Sunway Mount Sophia Pte Ltd,D9 - Orchard / River Valley,Yoga Decks|Residents' Side Gate|Main Entrance Drop-off Plaza|Children's Water Play|Bbq Corner|Jogging Path|Games Room|Bio-pond|Reflective Pool|Conserved Building: Childcare/kindergarten|Seating Corner|Bin Centre|Toddler's Playground|50M Lap Pool|Childcare Drop-off Plaza|Sunning Deck|Function Rooms|Water Cascades|Conserved Building: Restaurant|Clubhouse Drop-off Plaza|Vantage Deck|Gymnasium|Jacuzzi|Mountain Terraces|Timber Deck|Multi-purpose Media Room|Male And Female Changing And Steam Rooms|Steps Cascades|Water Wall|Guardhouse|Internet Corner|Management Office|Lounge|Pavilion|The Sophia Grand Staircase|Children's Pool|Adventure Playground|Fitness Stations|Lagoon Pool|The Sophia Mirror Pool|Substation|Park/greenery View|Original Condition|City View|Air Conditioning|Intercom|Water Heater|Cooker Hob/hood|Balcony|Walk-in-wardrobe,4,Partially Furnished,NA,Condominium,493,Sophia Hills,Condominium,2207,LEASEHOLD/99 years,NA,9
39,101 Prince Charles Crescent (159017),1.29269479,103.8204115,1658,3033000,4,4,2018,Wingcrown Investment Pte Ltd,D3 - Alexandra / Commonwealth,Park/greenery View|Original Condition|Corner Unit|Intercom|Water Heater|Air Conditioning|Balcony|Walk-in-wardrobe,13,Partially Furnished,NA,Condominium,469,The Crest,Condominium,1829,LEASEHOLD/99 years,NA,3
40,21 Marina Way (018978),1.276714985,103.8533269,1119,2793950,2,2,NA,MS Residential1 Pte Ltd/MS Residential 2 Pte Ltd/Ms Commercial Pte Ltd,D1 - Boat Quay / Raffles Place / Marina,Renovated|Park/greenery View|Original Condition|Intercom|Water Heater|Cooker Hob/hood|Air Conditioning|Balcony|Walk-in-wardrobe,28,Partially Furnished,NA,Apartment,1042,Marina One Residences,Apartment,2497,LEASEHOLD/99 years,NA,1
41,21 Marina Way (018978),1.276714985,103.8533269,1539,4720680,2,3,NA,MS Residential1 Pte Ltd/MS Residential 2 Pte Ltd/Ms Commercial Pte Ltd,D1 - Boat Quay / Raffles Place / Marina,Corner Unit|Colonial Building|Renovated|Air Conditioning|Hairdryer|Cooker Hob/hood|Balcony,32,Partially Furnished,NA,Apartment,1042,Marina One Residences,Apartment,3067,LEASEHOLD/99 years,NA,1
42,21 Marina Way (018978),1.276714985,103.8533269,1141,2430100,2,2,NA,MS Residential1 Pte Ltd/MS Residential 2 Pte Ltd/Ms Commercial Pte Ltd,D1 - Boat Quay / Raffles Place / Marina,Air Conditioning|Park/greenery View|City View|Water Heater|Air Conditioning|Jacuzzi|Balcony|Garage|Private Garden,4,Partially Furnished,NA,Apartment,1042,Marina One Residences,Apartment,2130,LEASEHOLD/99 years,NA,1
43,21 Marina Way (018978),1.276714985,103.8533269,2250,5528000,4,4,NA,MS Residential1 Pte Ltd/MS Residential 2 Pte Ltd/Ms Commercial Pte Ltd,D1 - Boat Quay / Raffles Place / Marina,Park/greenery View|Sea View|City View|Air Conditioning|Corner Unit|Private Pool|Water Heater|Cooker Hob/hood|Air Conditioning|Balcony|Private Garden|Walk-in-wardrobe|Terrace|Garage,7,Partially Furnished,NA,Apartment,1042,Marina One Residences,Apartment,2457,LEASEHOLD/99 years,NA,1
44,78 Upper Serangoon View (533879),1.375416691,103.904113,850,1115000,2,3,NA,Kingsford Property Development Pte Ltd,D19 - Hougang / Punggol / Sengkang,Air Conditioning|Cooker Hob/hood|Water Heater|Outdoor Patio,10,Partially Furnished,NA,Apartment,1165,Kingsford Waterbay,Apartment,1312,LEASEHOLD/99 years,NA,19
45,1 Dundee Road (149456),1.294827941,103.8067413,1001,1718000,NA,3,2020,HY Realty (Dundee) Pte Ltd,D3 - Alexandra / Commonwealth,Corner Unit|Renovated|Air Conditioning|Cooker Hob/hood|Intercom|Water Heater|Balcony,34,NA,NA,Condominium,736,Queens Peak,Condominium,1716,LEASEHOLD/99 years,NA,3
46,105 Prince Charles Crescent (159019),1.292819209,103.8192931,1572,3014000,2,3,2017,Wingcrown Investment Pte Ltd,D3 - Alexandra / Commonwealth,Corner Unit|Renovated|Water Heater|Air Conditioning|Cooker Hob/hood|Intercom|Balcony|Walk-in-wardrobe,4,Fully Furnished,NA,Condominium,469,The Crest,Condominium,1917,LEASEHOLD/99 years,NA,3
47,21 Marina Way (018978),1.276714985,103.8533269,1119,2594450,2,2,NA,MS Residential1 Pte Ltd/MS Residential 2 Pte Ltd/Ms Commercial Pte Ltd,D1 - Boat Quay / Raffles Place / Marina,City View|Sea View|Park/greenery View|Air Conditioning|Private Lift|Cooker Hob/hood|Water Heater|Intercom|Balcony,23,Partially Furnished,NA,Apartment,1042,Marina One Residences,Apartment,2319,LEASEHOLD/99 years,NA,1
48,21 Marina Way (018978),1.276714985,103.8533269,1507,3909720,3,3,NA,MS Residential1 Pte Ltd/MS Residential 2 Pte Ltd/Ms Commercial Pte Ltd,D1 - Boat Quay / Raffles Place / Marina,Sea View|City View|Park/greenery View|Air Conditioning|Bathtub|Intercom|Water Heater|Private Lift|Cooker Hob/hood|Balcony|Walk-in-wardrobe,19,Partially Furnished,NA,Apartment,1042,Marina One Residences,Apartment,2594,LEASEHOLD/99 years,NA,1
49,72 Upper Serangoon View (533882),1.37437525,103.9034852,689,1115341,2,3,2018,Kingsford Property Development Pte Ltd,D19 - Hougang / Punggol / Sengkang,Park/greenery View|Air Conditioning|Cooker Hob/hood|Intercom|Water Heater|Balcony,13,Partially Furnished,NA,Apartment,1165,Kingsford Waterbay,Apartment,1619,LEASEHOLD/99 years,NA,19
50,21 Marina Way (018978),1.276714985,103.8533269,1130,2676230,2,2,NA,MS Residential1 Pte Ltd/MS Residential 2 Pte Ltd/Ms Commercial Pte Ltd,D1 - Boat Quay / Raffles Place / Marina,Renovated|Park/greenery View|Air Conditioning|Sea View|Intercom|Cooker Hob/hood|Water Heater|Air Conditioning|Private Lift|Balcony|Walk-in-wardrobe,23,Partially Furnished,NA,Apartment,1042,Marina One Residences,Apartment,2368,LEASEHOLD/99 years,NA,1
51,76 Upper Serangoon View (533884),1.373777671,103.9029702,861,1147826,6,3,2018,Kingsford Property Development Pte Ltd,D19 - Hougang / Punggol / Sengkang,Swimming Pool View|Air Conditioning|Cooker Hob/hood|Intercom|Balcony,14,NA,NA,Apartment,1165,Kingsford Waterbay,Apartment,1333,LEASEHOLD/99 years,NA,19
52,1 Fraser Street (189350),1.30013,103.857268,1841,4331300,4,4,2017,Ophir-Rochor Residential Pte. Ltd.,D7 - Beach Road / Bugis / Rochor,Reflective Pool|Children's Pool|Kid's Play Area|Aqua Gym Equipment|Patio Gym|Teppanyaki Terraces|Jacuzzi|Sky Pool|Function Room|Sun Deck|Outdoor Living Room|50M Lap Pool With Spa Seats|Gymnasium|Swimming Pool View|City View|Renovated|Air Conditioning|Bathtub|Cooker Hob/hood|Intercom|Water Heater|Balcony|Maidsroom,40,NA,NA,Apartment,660,Duo Residences,Apartment,2353,LEASEHOLD/99 years,NA,7
53,78 Upper Serangoon View (533879),1.375416691,103.904113,850,1100000,2,3,2018,Kingsford Property Development Pte Ltd,D19 - Hougang / Punggol / Sengkang,Renovated|Swimming Pool View|Air Conditioning|Cooker Hob/hood|Water Heater|Balcony,8,Partially Furnished,NA,Apartment,1165,Kingsford Waterbay,Apartment,1294,LEASEHOLD/99 years,NA,19
54,3 Lorong 5 Toa Payoh (319459),1.339281457,103.8513604,1249,1760000,3,4,2020,GEM Homes Pte Ltd,D12 - Balestier / Toa Payoh,Swimming Pool View|Renovated|Cooker Hob/hood|Air Conditioning|Balcony|Roof Terrace,18,Partially Furnished,NA,Condominium,578,Gem Residences,Condominium,1409,LEASEHOLD/99 years,NA,12
55,101 Prince Charles Crescent (159017),1.29269479,103.8204115,1733,3130000,NA,4,2017,Wingcrown Investment Pte Ltd,D3 - Alexandra / Commonwealth,Swimming Pool View|Renovated|Corner Unit|Intercom|Cooker Hob/hood|Air Conditioning|Water Heater|Balcony,23,NA,NA,Condominium,469,The Crest,Condominium,1806,LEASEHOLD/99 years,NA,3
56,21 Marina Way (018978),1.276714985,103.8533269,1539,3558180,2,3,NA,MS Residential1 Pte Ltd/MS Residential 2 Pte Ltd/Ms Commercial Pte Ltd,D1 - Boat Quay / Raffles Place / Marina,Park/greenery View|Sea View|City View|Swimming Pool View|Air Conditioning|Corner Unit|Private Pool|Intercom|Cooker Hob/hood|Air Conditioning|Balcony|Roof Terrace|Outdoor Patio|Private Garden|Terrace|Walk-in-wardrobe,4,Partially Furnished,NA,Apartment,1042,Marina One Residences,Apartment,2312,LEASEHOLD/99 years,NA,1
57,6 Derbyshire Road (309462),1.315787883,103.8460409,829,1774128,NA,2,2017,Fantasia (Novena) Pte Ltd,D11 - Newton / Novena,Spa Pool|Pavilion|Simming Pool|Community Sky Garden|Bbq Pits|Reflective Pool|Children Playground|Gymnasium|Corner Unit|City View|Sea View|Swimming Pool View|Original Condition|Air Conditioning|Cooker Hob/hood|Intercom|Water Heater|Balcony,18,NA,NA,Condominium,168,6 Derbyshire,Condominium,2140,FREEHOLD,NA,11
58,6 Derbyshire Road (309462),1.315787883,103.8460409,527,1189000,1,1,2017,Fantasia (Novena) Pte Ltd,D11 - Newton / Novena,Simming Pool|Gymnasium|Bbq Pits|Community Sky Garden|Reflective Pool|Children Playground|Pavilion|Spa Pool|City View|Renovated|Air Conditioning|Cooker Hob/hood|Water Heater|Intercom|Balcony,7,Fully Furnished,NA,Condominium,168,6 Derbyshire,Condominium,2256,FREEHOLD,NA,11
59,21 Marina Way (018978),1.276714985,103.8533269,1119,2750000,NA,2,NA,MS Residential1 Pte Ltd/MS Residential 2 Pte Ltd/Ms Commercial Pte Ltd,D1 - Boat Quay / Raffles Place / Marina,Swimming Pool View|Park/greenery View|Sea View|City View|Corner Unit|Renovated|Intercom|Cooker Hob/hood|Water Heater|Air Conditioning|Balcony|Walk-in-wardrobe,31,NA,NA,Apartment,1042,Marina One Residences,Apartment,2458,LEASEHOLD/99 years,NA,1
60,78 Upper Serangoon View (533879),1.375416691,103.904113,850,1100000,NA,3,NA,Kingsford Property Development Pte Ltd,D19 - Hougang / Punggol / Sengkang,Swimming Pool View|Park/greenery View|Renovated|Air Conditioning|Cooker Hob/hood|Intercom|Water Heater|Maidsroom|Balcony,8,NA,NA,Apartment,1165,Kingsford Waterbay,Apartment,1294,LEASEHOLD/99 years,NA,19
61,3 Wallich Street (078882),1.27711736,103.8457902,21108,1.08E+08,5,5,2017,Perfect Eagle Pte Ltd,D2 - Chinatown / Tanjong Pagar,Renovated|Sea View|Corner Unit|Swimming Pool View|City View|Air Conditioning|Cooker Hob/hood|Bathtub|Water Heater|Intercom|Private Pool|Private Lift|Roof Terrace|Walk-in-wardrobe|Balcony|Maidsroom|Terrace,62,Partially Furnished,NA,Apartment,181,Wallich Residence At Tanjong Pagar Centre,Apartment,5117,LEASEHOLD/99 years,NA,2
62,3 Wallich Street (078882),1.27711736,103.8457902,646,2097800,1,NA,NA,Perfect Eagle Pte Ltd,D2 - Chinatown / Tanjong Pagar,Original Condition|Park/greenery View|Air Conditioning|Hairdryer|Water Heater|Intercom|Balcony|Walk-in-wardrobe,40,Partially Furnished,NA,Apartment,181,Wallich Residence At Tanjong Pagar Centre,Apartment,3247,LEASEHOLD/99 years,NA,2
63,18 Leonie Hill Road (239199),1.298124446,103.8340664,2691,7800000,4,4,2017,City Developments Limited,D9 - Orchard / River Valley,Park/greenery View|Original Condition|City View|Air Conditioning|Hairdryer|Intercom|Cooker Hob/hood|Balcony|Walk-in-wardrobe|Bombshelter,33,Partially Furnished,NA,Condominium,124,New Futura,Condominium,2899,FREEHOLD,NA,9
64,3 Wallich Street (078882),1.27711736,103.8457902,646,2097800,1,1,2017,Perfect Eagle Pte Ltd,D2 - Chinatown / Tanjong Pagar,Park/greenery View|Original Condition|Air Conditioning|Hairdryer|Intercom|Water Heater|Balcony|Walk-in-wardrobe,40,Partially Furnished,NA,Apartment,181,Wallich Residence At Tanjong Pagar Centre,Apartment,3247,LEASEHOLD/99 years,NA,2
65,Victoria Park Grove,1.321712145,103.8033331,NA,8500000,5,5,2018,Athens Residential Development Pte Ltd,D10 - Tanglin / Holland / Bukit Timah,Park/greenery View|Original Condition|Water Heater|Cooker Hob/hood|Air Conditioning|Balcony|Bombshelter|Private Garden,NA,Partially Furnished,NA,Semi-detached,109,Victoria Park Villas,Semi-Detached,NA,LEASEHOLD/99 years,NA,10
66,13 Leedon Heights (266224),1.315875018,103.8036664,2960,4494000,4,4,2014,Morganite Pte Ltd,D10 - Tanglin / Holland / Bukit Timah,Tennis Courts|Multi-purpose Court|Spa Pavilions|Jogging Tracks|Play Areas|Clubhouses|Bbq|Gymnasium|Theme Gardens|Restaurant/retail Space|Lap Pool / Gym Pool|Jacuzzis|Basketball Court|Event Courts|Mini Race Track|Fitness Areas|Park/greenery View|Original Condition|Air Conditioning|Intercom|Water Heater|Cooker Hob/hood|Balcony|Walk-in-wardrobe,34,Partially Furnished,NA,Condominium,1715,D'Leedon,Condominium,1518,LEASEHOLD/99 years,NA,10
67,Victoria Park Grove,1.321712145,103.8033331,NA,4824000,4,5,2018,Athens Residential Development Pte Ltd,D10 - Tanglin / Holland / Bukit Timah,Park/greenery View|Original Condition|Water Heater|Air Conditioning|Cooker Hob/hood|Balcony|Walk-in-wardrobe,NA,Partially Furnished,NA,Semi-detached,109,Victoria Park Villas,Semi-Detached,NA,LEASEHOLD/99 years,NA,10
68,7 Leedon Heights (267953),1.31435461,103.8038082,3563,5467000,3,4,2014,Morganite Pte Ltd,D10 - Tanglin / Holland / Bukit Timah,Jogging Tracks|Play Areas|Lap Pool / Gym Pool|Fitness Areas|Event Courts|Tennis Courts|Basketball Court|Mini Race Track|Bbq|Multi-purpose Court|Restaurant/retail Space|Clubhouses|Theme Gardens|Spa Pavilions|Jacuzzis|Gymnasium|Original Condition|Park/greenery View|Air Conditioning|Intercom|Water Heater|Cooker Hob/hood|Balcony|Walk-in-wardrobe,35,Partially Furnished,NA,Penthouse,1715,D'Leedon,Condominium,1534,LEASEHOLD/99 years,NA,10
69,35 Martin Place (2399993),1.293234,103.837949,764,1978200,2,2,2020,Martin Modern Pte Ltd,D9 - Orchard / River Valley,City View|Park/greenery View|Swimming Pool View|Original Condition|Private Pool|Intercom|Air Conditioning|Walk-in-wardrobe|Balcony,6,Partially Furnished,NA,Condominium,450,Martin Modern,Condominium,2589,LEASEHOLD/99 years,NA,9
70,35 Martin Place (2399993),1.293234,103.837949,764,1978200,2,2,2020,Martin Modern Pte Ltd,D9 - Orchard / River Valley,City View|Park/greenery View|Swimming Pool View|Private Pool|Intercom|Air Conditioning|Cooker Hob/hood|Walk-in-wardrobe|Balcony,6,Partially Furnished,NA,Condominium,450,Martin Modern,Condominium,2589,LEASEHOLD/99 years,NA,9
71,18 Leonie Hill Road (239199),1.298124446,103.8340664,2691,7800000,4,4,2017,City Developments Limited,D9 - Orchard / River Valley,Corner Unit|City View|Air Conditioning|Cooker Hob/hood|Intercom|Private Lift|Bathtub|Water Heater|Balcony|Walk-in-wardrobe|Maidsroom|Private Garden,28,Partially Furnished,NA,Condominium,124,New Futura,Condominium,2899,FREEHOLD,NA,9
72,18 Leonie Hill Road (239199),1.298124446,103.8340664,1830,5500000,3,3,2017,City Developments Limited,D9 - Orchard / River Valley,Original Condition|Park/greenery View|Air Conditioning|Intercom|Water Heater|Cooker Hob/hood|Hairdryer|Balcony|Walk-in-wardrobe,25,Partially Furnished,NA,Condominium,124,New Futura,Condominium,3005,FREEHOLD,NA,9
73,8 Martin Place (237992),1.293495997,103.8381046,1798,4874840,3,4,2021,Martin Modern Pte Ltd,D9 - Orchard / River Valley,Bathtub|Air Conditioning|Cooker Hob/hood|Balcony,22,NA,NA,Condominium,450,Martin Modern,Condominium,2711,LEASEHOLD/99 years,NA,9
74,78 Upper Serangoon View (533879),1.375416691,103.904113,850,1150000,NA,2,NA,Kingsford Property Development Pte Ltd,D19 - Hougang / Punggol / Sengkang,Air Conditioning|Cooker Hob/hood|Intercom|Water Heater|Balcony,4,NA,NA,Apartment,1165,Kingsford Waterbay,Apartment,1353,LEASEHOLD/99 years,NA,19
75,78 Upper Serangoon View (533879),1.375416691,103.904113,850,1115341,2,3,2018,Kingsford Property Development Pte Ltd,D19 - Hougang / Punggol / Sengkang,City View|Swimming Pool View|Park/greenery View|Air Conditioning|Cooker Hob/hood|Intercom|Balcony,4,Partially Furnished,NA,Apartment,1165,Kingsford Waterbay,Apartment,1312,LEASEHOLD/99 years,NA,19
76,1 Dundee Road (149456),1.294827941,103.8067413,861,1591200,NA,3,NA,HY Realty (Dundee) Pte Ltd,D3 - Alexandra / Commonwealth,Air Conditioning|Water Heater,43,NA,NA,Condominium,736,Queens Peak,Condominium,1848,LEASEHOLD/99 years,NA,3
77,6 Derbyshire Road (309462),1.315787883,103.8460409,527,1665333,1,1,2017,Fantasia (Novena) Pte Ltd,D11 - Newton / Novena,Spa Pool|Gymnasium|Community Sky Garden|Bbq Pits|Reflective Pool|Pavilion|Simming Pool|Children Playground|City View|Air Conditioning|Water Heater,24,NA,NA,Condominium,168,6 Derbyshire,Condominium,3160,FREEHOLD,NA,11
78,27 Mount Sophia (228478),1.301008314,103.8473058,1313,2769000,2,3+1,NA,Hoi Hup Sunway Mount Sophia Pte Ltd,D9 - Orchard / River Valley,Bin Centre|Children's Pool|Jacuzzi|Children's Water Play|Steps Cascades|Management Office|Substation|Water Wall|Main Entrance Drop-off Plaza|Gymnasium|Yoga Decks|Conserved Building: Restaurant|Function Rooms|Toddler's Playground|Residents' Side Gate|Bbq Corner|Lounge|Vantage Deck|Fitness Stations|Water Cascades|Adventure Playground|Jogging Path|Lagoon Pool|Guardhouse|Games Room|Sunning Deck|Pavilion|Multi-purpose Media Room|Mountain Terraces|Male And Female Changing And Steam Rooms|Childcare Drop-off Plaza|Bio-pond|Seating Corner|The Sophia Mirror Pool|Conserved Building: Childcare/kindergarten|Timber Deck|50M Lap Pool|Clubhouse Drop-off Plaza|Reflective Pool|The Sophia Grand Staircase|Internet Corner|Original Condition|Air Conditioning|Cooker Hob/hood|Outdoor Patio,1,Partially Furnished,NA,Condominium,493,Sophia Hills,Condominium,2109,LEASEHOLD/99 years,NA,9
79,21 Marina Way (018978),1.276714985,103.8533269,2250,5788000,4,4,NA,MS Residential1 Pte Ltd/MS Residential 2 Pte Ltd/Ms Commercial Pte Ltd,D1 - Boat Quay / Raffles Place / Marina,Corner Unit|Original Condition|Colonial Building|Renovated|Air Conditioning|Hairdryer|Cooker Hob/hood,12,Partially Furnished,NA,Apartment,1042,Marina One Residences,Apartment,2572,LEASEHOLD/99 years,NA,1
80,21 Marina Way (018978),1.276714985,103.8533269,1539,4720680,2,3,NA,MS Residential1 Pte Ltd/MS Residential 2 Pte Ltd/Ms Commercial Pte Ltd,D1 - Boat Quay / Raffles Place / Marina,Corner Unit|Colonial Building|Renovated|Air Conditioning|Hairdryer|Cooker Hob/hood|Balcony,32,Partially Furnished,NA,Apartment,1042,Marina One Residences,Apartment,3067,LEASEHOLD/99 years,NA,1
81,18 Leonie Hill Road (239199),1.298124446,103.8340664,2250,7677600,NA,4,2017,City Developments Limited,D9 - Orchard / River Valley,City View|Swimming Pool View|Air Conditioning|Cooker Hob/hood|Intercom|Water Heater|Balcony,27,NA,NA,Condominium,124,New Futura,Condominium,3412,FREEHOLD,NA,9
82,10 Martin Place (237963),1.2930367,103.8377725,1399,3500000,NA,4,NA,Martin Modern Pte Ltd,D9 - Orchard / River Valley,Park/greenery View|Renovated|Air Conditioning|Cooker Hob/hood|Balcony,30,NA,NA,Condominium,450,Martin Modern,Condominium,2502,LEASEHOLD/99 years,NA,9
83,10 Martin Place (237963),1.2930367,103.8377725,1012,2365584,NA,3,NA,Martin Modern Pte Ltd,D9 - Orchard / River Valley,Renovated|Park/greenery View|Corner Unit|Intercom|Air Conditioning|Balcony,26,NA,NA,Condominium,450,Martin Modern,Condominium,2338,LEASEHOLD/99 years,NA,9
84,18 Leonie Hill Road (239199),1.298124446,103.8340664,1098,3900000,2,2,NA,City Developments Limited,D9 - Orchard / River Valley,Corner Unit|Air Conditioning|Water Heater|Private Lift|Cooker Hob/hood|Intercom|Walk-in-wardrobe,13,Partially Furnished,NA,Condominium,124,New Futura,Condominium,3552,FREEHOLD,NA,9
85,3 Wallich Street (078882),1.27711736,103.8457902,861,2791400,2,2,2017,Perfect Eagle Pte Ltd,D2 - Chinatown / Tanjong Pagar,Renovated|City View|Air Conditioning|Sea View|Intercom|Cooker Hob/hood|Air Conditioning|Water Heater|Balcony,42,Partially Furnished,NA,Apartment,181,Wallich Residence At Tanjong Pagar Centre,Apartment,3242,LEASEHOLD/99 years,NA,2
86,3 Wallich Street (078882),1.27711736,103.8457902,1658,6360000,4,4,2016,Perfect Eagle Pte Ltd,D2 - Chinatown / Tanjong Pagar,City View|Corner Unit|Water Heater|Bathtub|Intercom|Cooker Hob/hood|Air Conditioning|Balcony|Maidsroom,54,Partially Furnished,NA,Apartment,181,Wallich Residence At Tanjong Pagar Centre,Apartment,3836,LEASEHOLD/99 years,NA,2
87,10 Martin Place (237963),1.2930367,103.8377725,850,2220000,NA,2+1,NA,Martin Modern Pte Ltd,D9 - Orchard / River Valley,Corner Unit|Park/greenery View|Air Conditioning|Intercom|Water Heater|Bathtub|Balcony,23,NA,NA,Condominium,450,Martin Modern,Condominium,2612,LEASEHOLD/99 years,NA,9
