,Address,Lat,Long,Area,Asking,Bathrooms,Bedrooms,Built Year,Developer,District,facilities,Floor,Furnish,HDB Town,Model,No. of Units,Property Name,Property Type,PSF,Tenure,X-Valuation,DistrictValue
934,18 Leedon Heights (267938),1.313453076,103.802232,4704,10377072,NA,5+1,2015,Leedon Residence Development Pte Ltd,D10 - Tanglin / Holland / Bukit Timah,The Gym|Pool Cabanas|Recreational Garden|Water Features|Jacuzzi|Tree Avenue|Fitness Corner|Lap Pool|Discovery Playground|Tennis Courts|The Club|The Forest Walk|Kids’ Pool|Arrival Court|The Dining Lounge|Reflective Pool|Tree Grove|Pavillions|The Grill|Cooker Hob/hood|Water Heater|Air Conditioning|Intercom|Balcony,NA,NA,NA,Condominium,381,Leedon Residence,Condominium,2206,FREEHOLD,NA,10
935,28 Woodsville Close (357776),1.330035976,103.8683521,1033,1400000,NA,2,2011,Yishun Property Pte Ltd,D13 - Macpherson / Potong Pasir,Air Conditioning|Cooker Hob/hood|Intercom|Water Heater|Balcony,NA,NA,NA,Apartment,110,Woodsville 28,Apartment,1355,LEASEHOLD/99 years,NA,13
936,80 Upper Serangoon View (533878),1.375781567,103.9041961,689,967495,NA,2,NA,Kingsford Property Development Pte Ltd,D19 - Hougang / Punggol / Sengkang,Air Conditioning|Water Heater,NA,NA,NA,Apartment,1165,Kingsford Waterbay,Apartment,1404,LEASEHOLD/99 years,NA,19
937,3 Dundee Road (149457),1.294336001,103.8070198,775,1200000,NA,2,NA,HY Realty (Dundee) Pte Ltd,D3 - Alexandra / Commonwealth,Air Conditioning|Water Heater,NA,NA,NA,Condominium,736,Queens Peak,Condominium,1548,LEASEHOLD/99 years,NA,3
938,31 Marine Crescent (440031),1.303723393,103.9114458,7,462000,1,2+1,1975,NA,NA,Corner Unit|Sea View,NA,Not Furnished,Marine Parade,Improved,NA,Marine Crescent,HDB 3 Rooms,565,LEASEHOLD/99 years,NA,NA
939,87 Telok Blangah Heights (100087),1.276947366,103.8081503,11,713888,NA,3,2003,NA,NA,Renovated|Corner Unit|Cooker Hob/hood|Air Conditioning|Water Heater|Bombshelter,NA,NA,Bukit Merah,Improved,NA,Telok Blangah Heights,HDB 5 Rooms,587,LEASEHOLD/99 years,NA,NA
940,1 Dundee Road (149456),1.294827941,103.8067413,1507,2286840,3,4,NA,HY Realty (Dundee) Pte Ltd,D3 - Alexandra / Commonwealth,,NA,Partially Furnished,NA,Condominium,736,Queens Peak,Condominium,1517,LEASEHOLD/99 years,NA,3
941,688F Woodlands Drive 75 (736688),1.44412902,103.8080988,11,410000,2,3,2004,NA,NA,Renovated|Air Conditioning|Cooker Hob/hood|Water Heater|Bombshelter,NA,Fully Furnished,Woodlands,Improved,NA,Woodlands Drive 75,HDB 5 Rooms,346,LEASEHOLD/99 years,NA,NA
942,118C Jalan Membina (163118),1.282177206,103.8263337,11,899000,2,5,2003,NA,NA,Corner Unit|City View|Air Conditioning|Cooker Hob/hood|Water Heater|Bombshelter,NA,Partially Furnished,Bukit Merah,NA,NA,Jalan Membina,HDB 5 Rooms,759,LEASEHOLD/99 years,NA,NA
943,205 Jalan Loyang Besar (509456),1.379597985,103.9639039,958,9.00E+05,2,2+1,2011,Novelty Capital Pte Ltd,D17 - Changi Airport / Changi Village,Securities|Swimming Pool|Gymnasium|Barbecue Area|Wadpool|Landscaped Garden|Corner Unit|Park/greenery View|Swimming Pool View|Renovated|Air Conditioning|Intercom|Water Heater|Cooker Hob/hood|Wardrobe|Air-conditioning|Kitchen|Flooring For Living/dining|Flooring For Bedroom|Balcony|Outdoor Patio|Terrace|Garage,NA,Fully Furnished,NA,Condominium,71,Bluwaters 2,Condominium,939,999 years,NA,17
944,Sea Breeze Road,NA,NA,NA,3.00E+06,4,4+1,2002,NA,D16 - Bedok / Upper East Coast,Corner Unit|Park/greenery View|Intercom|Water Heater|Cooker Hob/hood|Air Conditioning|Maidsroom|Terrace|Outdoor Patio|Bombshelter|Private Garden,NA,NA,NA,Corner Terrace,NA,Sea Breeze Road,Terrace,NA,FREEHOLD,NA,16
945,Jalan Keruing,NA,NA,NA,2800000,7,7,2011,BUKIT SEMABWANG ESTATES LIMITED,D28 - Seletar / Yio Chu Kang,Park/greenery View|Renovated|Swimming Pool View|Corner Unit|Bathtub|Hairdryer|Water Heater|Intercom|Cooker Hob/hood|Air Conditioning|Maidsroom|Terrace|Private Garden|Walk-in-wardrobe|Balcony,NA,Partially Furnished,NA,Inter Terrace,NA,Seletar Hills Estate,Terrace,NA,FREEHOLD,NA,28
946,51 Cove Drive (098393),1.242963103,103.8370992,3746,6500000,4,4,2010,Ho Bee Cove Pte Ltd,D4 - Sentosa / Harbourfront,Club House|Securities|Gymnasium|Barbecue Area|Wadpool|Landscaped Garden|Swimming Pool|Corner Unit|Sea View|City View|Park/greenery View|Renovated|Air Conditioning|Bathtub|Cooker Hob/hood|Hairdryer|Intercom|Jacuzzi|Water Heater|Flooring For Living/dining|Kitchen|Wardrobe|Air-conditioning|Flooring For Bedroom|Balcony,NA,Partially Furnished,NA,Condominium,91,Turquoise,Condominium,1735,LEASEHOLD/99 years,NA,4
947,Butterfly Avenue,1.331258298,103.8772613,657,6100000,6,5+1,NA,TAN CHONG LAND COMPANY PTE LTD,D13 - Macpherson / Potong Pasir,Corner Unit|Original Condition|Park/greenery View|Air Conditioning|Cooker Hob/hood|Water Heater|Balcony|Outdoor Patio|Maidsroom|Private Garden,NA,Not Furnished,NA,Corner Terrace,77,Sennett Estate,Terrace,9,FREEHOLD,NA,13
948,1 Keppel Bay View (098402),1.268160565,103.8143876,1625,2825710,3,3,2011,Keppel Bay Pte Ltd,D4 - Sentosa / Harbourfront,Securities|Club House|Landscaped Garden|Gymnasium|Wadpool|Jacuzzi|Tennis Court|Swimming Pool|Sea View|Air Conditioning|Bathtub|Intercom|Water Heater|Cooker Hob/hood|Wardrobe|Air-conditioning|Kitchen|Balcony|Bombshelter|Walk-in-wardrobe,NA,Partially Furnished,NA,Condominium,1129,Reflections At Keppel Bay,Condominium,1739,LEASEHOLD/99 years,NA,4
949,289C Punggol Place (823289),1.401620593,103.903519,11,549000,2,3,NA,NA,NA,Air Conditioning|Cooker Hob/hood|Water Heater|Bombshelter,NA,Not Furnished,Punggol,Premium Apartment,NA,Punggol Place,HDB Executive,464,LEASEHOLD/99 years,NA,NA
950,33 Jalan Dusun (329371),1.327827818,103.8436829,915,1402000,2,2+1,2015,Amerald Land Pte Ltd,D12 - Balestier / Toa Payoh,Corner Unit|City View|Air Conditioning|Cooker Hob/hood|Intercom|Water Heater|Balcony|Bombshelter,NA,Partially Furnished,NA,Apartment,28,Gaia,Apartment,1532,FREEHOLD,NA,12
951,Springleaf Height,1.400199734,103.8226591,NA,4680000,3,3+1,1984,SPRINGLEAF,D26 - Mandai / Upper Thomson,Park/greenery View|Air Conditioning|Hairdryer|Water Heater|Cooker Hob/hood|Maidsroom|Outdoor Patio|Private Garden|Walk-in-wardrobe|Garage,NA,Partially Furnished,NA,Semi-detached,94,Springleaf Garden,Semi-Detached,NA,FREEHOLD,NA,26
952,3 Keppel Bay View (098403),1.267683085,103.8141113,1765,3071480,3,3,2011,Keppel Bay Pte Ltd,D4 - Sentosa / Harbourfront,Securities|Wadpool|Swimming Pool|Club House|Gymnasium|Landscaped Garden|Tennis Court|Jacuzzi|Corner Unit|Sea View|Air Conditioning|Bathtub|Intercom|Water Heater|Cooker Hob/hood|Air-conditioning|Kitchen|Wardrobe|Balcony|Bombshelter|Walk-in-wardrobe,NA,Partially Furnished,NA,Condominium,1129,Reflections At Keppel Bay,Condominium,1740,LEASEHOLD/99 years,NA,4
953,Chempaka Avenue,1.331846,103.869581,NA,4.00E+06,NA,4,2006,TAN CHONG LAND COMPANY PTE LTD,D13 - Macpherson / Potong Pasir,Air Conditioning|Corner Unit|Water Heater|Hairdryer|Bathtub|Cooker Hob/hood|Air Conditioning|Balcony|Bombshelter|Walk-in-wardrobe|Roof Terrace|Private Garden,NA,NA,NA,Corner Terrace,77,Sennett Estate,Terrace,NA,FREEHOLD,NA,13
954,165 Woodlands Street 13 (730165),1.432980338,103.7749266,12,510000,2,3,1985,NA,NA,Corner Unit|Park/greenery View|Renovated|Air Conditioning|Cooker Hob/hood|Water Heater|Balcony|Walk-in-wardrobe,NA,Fully Furnished,Woodlands,Improved,NA,Woodlands Street 13,HDB 5 Rooms,392,LEASEHOLD/99 years,NA,NA
955,772 Bedok Reservoir Road (479251),1.337407595,103.93158,1442,1645000,3,4,2012,FCL Peak Pte Ltd,D16 - Bedok / Upper East Coast,Renovated|Water Heater,NA,Partially Furnished,NA,Condominium,437,Waterfront Key,Condominium,1141,LEASEHOLD/99 years,NA,16
956,Springleaf Crescent,1.397059315,103.8216313,NA,3800000,NA,4,1984,SPRINGLEAF,D26 - Mandai / Upper Thomson,Park/greenery View|Renovated|Air Conditioning|Bathtub|Jacuzzi|Cooker Hob/hood|Water Heater|Intercom|Private Garden|Walk-in-wardrobe|Garage|Maidsroom|Outdoor Patio,NA,NA,NA,Semi-detached,94,Springleaf Garden,Semi-Detached,NA,FREEHOLD,NA,26
957,21 Marina Way (018978),1.276714985,103.8533269,1539,3558180,3,3,NA,MS Residential1 Pte Ltd/MS Residential 2 Pte Ltd/Ms Commercial Pte Ltd,D1 - Boat Quay / Raffles Place / Marina,Renovated|Sea View|City View|Air Conditioning|Intercom|Water Heater|Cooker Hob/hood|Private Lift|Balcony,NA,Partially Furnished,NA,Apartment,1042,Marina One Residences,Apartment,2312,LEASEHOLD/99 years,NA,1
958,275 Yishun Street 22 (760275),NA,NA,8,360000,NA,3,1986,NA,NA,Renovated|Cooker Hob/hood|Air Conditioning,NA,NA,Yishun,Improved,NA,Yishun Street 22,HDB 4 Rooms,398,LEASEHOLD/99 years,NA,NA
959,340B Sembawang Close (752340),1.447250079,103.818272,11,470000,NA,3+1,2001,NA,NA,Corner Unit|Original Condition|Air Conditioning|Cooker Hob/hood|Water Heater|Bombshelter,NA,NA,Sembawang,Standard,NA,Sembawang Close,HDB 5 Rooms,393,LEASEHOLD/99 years,NA,NA
960,99 Cairnhill Circle (229808),1.307261759,103.8385363,2874,10300000,NA,5+1,2011,Taraville Pte Ltd,D9 - Orchard / River Valley,Swimming Pool View|Renovated|Air Conditioning|Cooker Hob/hood|Intercom|Private Lift|Water Heater|Bathtub|Balcony|Walk-in-wardrobe|Maidsroom|Bombshelter,NA,NA,NA,Condominium,241,Hilltops,Condominium,3584,FREEHOLD,NA,9
961,7 Leedon Heights (267953),1.31435461,103.8038082,1356,2300000,3,3,2014,Morganite Pte Ltd,D10 - Tanglin / Holland / Bukit Timah,Multi-purpose Court|Spa Pavilions|Play Areas|Fitness Areas|Gymnasium|Jogging Tracks|Clubhouses|Tennis Courts|Event Courts|Restaurant/retail Space|Theme Gardens|Bbq|Mini Race Track|Lap Pool / Gym Pool|Jacuzzis|Basketball Court|Park/greenery View|City View|Corner Unit|Intercom|Cooker Hob/hood|Air Conditioning|Water Heater|Balcony|Maidsroom,NA,Partially Furnished,NA,Condominium,1715,D'Leedon,Condominium,1696,LEASEHOLD/99 years,NA,10
962,Sixth Avenue,1.327538559,103.79436,NA,11800000,6,6,NA,NA,D10 - Tanglin / Holland / Bukit Timah,Park/greenery View|Renovated|Swimming Pool View|City View|Corner Unit|Bathtub|Jacuzzi|Hairdryer|Water Heater|Private Pool|Intercom|Cooker Hob/hood|Air Conditioning|Bombshelter|Maidsroom|Private Garden|Garage|Balcony,NA,Fully Furnished,NA,Detached,NA,Sixth Avenue,Detached,NA,FREEHOLD,NA,10
963,299B Compassvale Street (542299),NA,NA,13,565000,2,4,2001,NA,NA,Corner Unit|Renovated|Air Conditioning|Water Heater|Cooker Hob/hood|Balcony|Bombshelter,NA,Not Furnished,Sengkang,Executive Apartment,NA,Compassvale Street,HDB Executive,392,LEASEHOLD/99 years,NA,NA
964,21 Marina Way (018978),1.276714985,103.8533269,1539,3971100,NA,3,2017,MS Residential1 Pte Ltd/MS Residential 2 Pte Ltd/Ms Commercial Pte Ltd,D1 - Boat Quay / Raffles Place / Marina,Corner Unit|Sea View|City View|Park/greenery View|Swimming Pool View|Renovated|Air Conditioning|Cooker Hob/hood|Intercom|Private Lift|Water Heater|Balcony|Maidsroom|Walk-in-wardrobe,NA,NA,NA,Apartment,1042,Marina One Residences,Apartment,2580,LEASEHOLD/99 years,NA,1
965,18 Shelford Road (288407),1.327319528,103.8128318,1873,3730000,4,3,2010,Popular Land Pte Ltd,D11 - Newton / Novena,Park/greenery View|Swimming Pool View|Renovated|Water Heater|Bathtub|Intercom|Cooker Hob/hood|Air Conditioning|Balcony|Walk-in-wardrobe|Maidsroom|Bombshelter,NA,NA,NA,Apartment,19,18 Shelford,Apartment,1991,FREEHOLD,NA,11
966,450 Hougang Avenue 10 (530450),1.379288739,103.8955464,11,499000,2,4,NA,NA,NA,Park/greenery View|Renovated|Air Conditioning|Water Heater,NA,NA,Hougang,Jumbo,NA,Hougang Avenue 10,HDB Jumbo,393,LEASEHOLD/99 years,NA,NA
967,Lorong Kismis,1.336850559,103.7686869,NA,4154998,6,5+1,2018,Newfort Alliance (Kismis) Pte. Ltd.,D21 - Clementi Park / Upper Bukit Timah,Park/greenery View|Swimming Pool View|Renovated|Air Conditioning|Cooker Hob/hood|Bathtub|Jacuzzi|Water Heater|Private Pool|Balcony|Garage|Outdoor Patio|Bombshelter|Maidsroom|Terrace|Private Garden|Walk-in-wardrobe|Roof Terrace,NA,NA,NA,Inter Terrace,31,Kismis Residences,Terrace,NA,FREEHOLD,NA,21
968,8 Balmoral Crescent (259928),1.315059748,103.8347402,2185,3400000,NA,3,2004,Fook Tong Nam Construction Pte Ltd,D10 - Tanglin / Holland / Bukit Timah,Club House|Wadpool|Securities|Play Ground|Jacuzzi|Car Park|Swimming Pool|Corner Unit|City View|Park/greenery View|Bathtub|Air Conditioning|Private Pool|Private Lift|Cooker Hob/hood|Water Heater|Jacuzzi|Flooring For Bedroom|Flooring For Living/dining|Air-conditioning|Kitchen|Wardrobe|Maidsroom|Balcony|Roof Terrace|Bombshelter,NA,NA,NA,Apartment,44,Balmoral Heights,Apartment,1556,FREEHOLD,NA,10
969,472 Pasir Ris Drive 6 (510472),1.374165603,103.9572695,10,438000,NA,3,1989,NA,NA,Renovated|Park/greenery View|Cooker Hob/hood|Air Conditioning|Water Heater,NA,NA,Pasir Ris,Model A,NA,Pasir Ris Drive 6,HDB 4 Rooms,395,LEASEHOLD/99 years,NA,NA
970,76 Punggol Walk (828788),1.404865075,103.8993674,775,890000,2,2,NA,Sim Lian JV (Punggol Central) Pte Ltd,D19 - Hougang / Punggol / Sengkang,Pool Terrace|Function Room|Bbq|Children's Pool|Gymnasium|Reading Room|Clubhouse|Spa Pool|50M Lap Pool|Children's Playground|1 Recreational Tennis Court|Jacuzzi Pool|Hydro Gym|Fitness Station|Renovated|Park/greenery View|Corner Unit|Air Conditioning|Cooker Hob/hood|Air Conditioning|Water Heater|Hairdryer|Cooker Hob/hood|Water Heater|Bathtub|Air-conditioning|Intercom|Balcony|Walk-in-wardrobe,NA,Partially Furnished,NA,Condominium,882,A Treasure Trove,Condominium,1148,LEASEHOLD/99 years,NA,19
971,69 Redhill Close (150069),1.287016325,103.8163846,11,849000,NA,3,2001,NA,NA,Renovated|Park/greenery View|Air Conditioning|Water Heater|Cooker Hob/hood|Bombshelter,NA,NA,Bukit Merah,Improved,NA,Redhill Close,HDB 5 Rooms,686,LEASEHOLD/99 years,NA,NA
972,111A Depot Road (101111),1.281083783,103.8087597,11,798000,2,3+1,2006,NA,NA,City View|Corner Unit|Renovated|Air Conditioning|Cooker Hob/hood|Water Heater|Bombshelter,NA,Partially Furnished,Bukit Merah,NA,NA,Depot Road,HDB 5 Rooms,645,LEASEHOLD/99 years,NA,NA
973,Lorong Ah Soo,1.350703565,103.8825335,4876,2658888,NA,6,2013,NA,D19 - Hougang / Punggol / Sengkang,Swimming Pool View|Renovated|Park/greenery View|Cooker Hob/hood|Air Conditioning|Water Heater|Balcony,NA,NA,NA,Cluster House,NA,Cerelia Vista,Terrace,545,FREEHOLD,NA,19
974,Jalan Tanjong,1.328599513,103.9430962,NA,3700000,6,6,2011,NA,D16 - Bedok / Upper East Coast,Swimming Pool View|Renovated|Park/greenery View|Air Conditioning|Bathtub|Water Heater|Cooker Hob/hood|Private Pool|Balcony|Outdoor Patio|Garage|Roof Terrace|Walk-in-wardrobe|Private Garden|Bombshelter,NA,Partially Furnished,NA,Inter Terrace,NA,Jalan Tanjong,Terrace,NA,FREEHOLD,NA,16
975,340 Jurong East Avenue 1 (600340),1.350083369,103.7308155,14,575000,NA,3,1984,NA,NA,Renovated|Air Conditioning|Water Heater|Cooker Hob/hood|Balcony,NA,NA,Jurong East,Maisonette,NA,Jurong East Avenue 1,HDB Executive,382,LEASEHOLD/99 years,NA,NA
976,16 Jalan Masjid (418941),1.320152813,103.9127258,818,999999,2,2+1,2011,Asimont Properties Pte Ltd,D14 - Eunos / Geylang / Paya Lebar,Swimming Pool View|Renovated|Corner Unit|Jacuzzi|Intercom|Cooker Hob/hood|Air Conditioning|Water Heater|Outdoor Patio|Bombshelter|Walk-in-wardrobe|Roof Terrace,NA,Fully Furnished,NA,Apartment,60,Kembangan Suites,Apartment,1222,FREEHOLD,NA,14
977,615 Woodlands Avenue 4 (730615),1.434092978,103.7966577,10,328000,2,3,1998,NA,NA,,NA,Not Furnished,Woodlands,Model A,NA,Woodlands Avenue 4,HDB 4 Rooms,299,LEASEHOLD/99 years,NA,NA
978,1 Keppel Bay View (098402),1.268160565,103.8143876,1830,3215370,3,3,2011,Keppel Bay Pte Ltd,D4 - Sentosa / Harbourfront,Wadpool|Tennis Court|Gymnasium|Swimming Pool|Securities|Landscaped Garden|Club House|Jacuzzi|Corner Unit|Sea View|Air Conditioning|Bathtub|Intercom|Water Heater|Cooker Hob/hood|Wardrobe|Air-conditioning|Kitchen|Balcony|Bombshelter,NA,Partially Furnished,NA,Condominium,1129,Reflections At Keppel Bay,Condominium,1757,LEASEHOLD/99 years,NA,4
979,21 Peck Hay Road (228314),1.309153185,103.8375914,2142,4580000,NA,3,2010,PH Properties Pte Ltd,D9 - Orchard / River Valley,Corner Unit|Park/greenery View|Swimming Pool View|Bathtub|Air Conditioning|Cooker Hob/hood|Intercom|Water Heater|Bombshelter|Balcony,NA,NA,NA,Condominium,70,CityVista Residences,Condominium,2138,FREEHOLD,NA,9
980,85 Tampines Avenue 1 (528687),1.348753842,103.9263375,926,1.00E+06,NA,2+1,2014,Sim Lian (Tampines One) Pte. Ltd,D18 - Pasir Ris / Tampines,Swimming Pool View|Air Conditioning|Cooker Hob/hood|Intercom|Water Heater,NA,NA,NA,Condominium,696,Waterview,Condominium,1080,LEASEHOLD/99 years,NA,18
981,23 Mount Sophia (228476),1.301114566,103.8473734,506,1050000,1,1,2017,Hoi Hup Sunway Mount Sophia Pte Ltd,D9 - Orchard / River Valley,Vantage Deck|Residents' Side Gate|Management Office|Bin Centre|Clubhouse Drop-off Plaza|The Sophia Grand Staircase|Lagoon Pool|Timber Deck|Reflective Pool|The Sophia Mirror Pool|50M Lap Pool|Children's Pool|Fitness Stations|Toddler's Playground|Games Room|Function Rooms|Jogging Path|Main Entrance Drop-off Plaza|Guardhouse|Male And Female Changing And Steam Rooms|Adventure Playground|Childcare Drop-off Plaza|Conserved Building: Restaurant|Seating Corner|Gymnasium|Jacuzzi|Internet Corner|Children's Water Play|Bio-pond|Mountain Terraces|Sunning Deck|Steps Cascades|Lounge|Water Cascades|Yoga Decks|Water Wall|Pavilion|Conserved Building: Childcare/kindergarten|Bbq Corner|Multi-purpose Media Room|Substation|Colonial Building|Park/greenery View|Air Conditioning|Water Heater|Intercom|Cooker Hob/hood|Balcony,NA,NA,NA,Condominium,493,Sophia Hills,Condominium,2075,LEASEHOLD/99 years,NA,9
982,Corporation Walk,1.339274854,103.7172657,NA,1698000,4,4,1999,DYNASTRY PACIFIC HOMES (LAKESIDE) PTE LTD,D22 - Boon Lay / Jurong / Tuas,Renovated|Air Conditioning|Cooker Hob/hood|Air Conditioning|Water Heater|Outdoor Patio|Maidsroom|Walk-in-wardrobe,NA,Partially Furnished,NA,Inter Terrace,90,Lakeside Grove,Terrace,NA,LEASEHOLD/99 years,NA,22
983,38 Orange Grove Road (258364),1.313664196,103.8265658,2691,6.00E+06,NA,3+1,2010,Ho Bee Developments Pte Ltd,D10 - Tanglin / Holland / Bukit Timah,Renovated|Swimming Pool View|Park/greenery View|Bathtub|Water Heater|Air Conditioning|Cooker Hob/hood|Intercom|Flooring For Bedroom|Flooring For Living/dining|Balcony|Outdoor Patio|Walk-in-wardrobe|Bombshelter|Maidsroom,NA,NA,NA,NA,72,The Orange Grove,Condominium,2230,FREEHOLD,NA,10
984,11 Kee Seng Street (089218),1.27498598,103.8421288,1044,2400000,NA,3+1,2017,Heeton Holdings Ltd,D2 - Chinatown / Tanjong Pagar,Fitness Haven|Rain Shower|Pavilion|Cocktail Verandah|Epi Club|Contemplation Deck|15M Leisure Pool|Outdoor Kitchenette|Aqua Deck|Booklover's Corner|Daybed Cabanas|Daydream Pods|Sun Lounges|Garden Lounge|Changing Room|Alfresco Dining|25M Lap Pool|Onze Bar|Spa Seats|Corner Unit|Park/greenery View|Swimming Pool View|City View|Renovated|Air Conditioning|Hairdryer|Intercom|Water Heater|Cooker Hob/hood|Private Lift|Balcony|Roof Terrace|Bombshelter|Maidsroom|Garage,NA,NA,NA,Apartment,56,Onze @ Tanjong Pagar,Apartment,2299,FREEHOLD,NA,2
985,204 Ang Mo Kio Avenue 3 (560204),1.367374372,103.8439243,9,440000,2,3,NA,NA,NA,Renovated|Air Conditioning|Air Conditioning,NA,Not Furnished,Ang Mo Kio,New Generation,NA,Ang Mo Kio Avenue 3,HDB 4 Rooms,449,LEASEHOLD/99 years,NA,NA
986,87 Rosewood Drive (737791),1.427873514,103.7862195,581,668000,1,2,2014,Kensington Land Pte Ltd,D25 - Admiralty / Woodlands,Pool Deck|2X Pavilion|Wading Pool|Jogging Track|Tennis Court|Splash Corner|Lounge Pool|Clubhouse Lounge|Fern Valley|9X Reading Pavilion|Aqua Bed|2X Lounge Bar|Zen Garden|Scent Garden|Yoga Pavilion|6X Meeting Pod|Clubhouse|Hydrotherapy Jet Pool|Aromapeutic Garden|Kids Adventure Zone|50M Lap Pool|Meditation Pavilion|Wellness Garden|Chill Out Deck|Reflective Pool|Outdoor Fitness Station|Relaxation Pavilion|2X Sunken Lounge|Outdoor Fitness Garden|2X Hammock Bay|Function Room|Lounge Pavilion|Indoor Gymnasium|2X Serene Garden|Lake Deck|Water Jets|Riverstroll|Aroma Therapy Pool|Sun Deck|2X Bbq Area|Clubhouse Pavilion|Alfresco Dining On Roof|Wet Deck|Children Pavilion|Clubhouse Plaza|Dip Pool|9X Changing Room|Children's Playground|25M Lap Pool|2X Spa Pool With Jacuzzi|Corner Unit|Swimming Pool View|Park/greenery View|Renovated|Air Conditioning|Cooker Hob/hood|Intercom|Water Heater|Balcony|Bombshelter,NA,Partially Furnished,NA,Condominium,689,Parc Rosewood,Condominium,1150,LEASEHOLD/99 years,NA,25
987,467A Admiralty Drive (751467),1.452214811,103.8138176,10,363000,NA,3,2001,NA,NA,Renovated|Air Conditioning|Water Heater|Bombshelter,NA,NA,Sembawang,Premium Apartment,NA,Admiralty Drive,HDB 4 Rooms,331,LEASEHOLD/99 years,NA,NA
988,18 Spottiswoode Park Road (088642),1.27552578,103.8375074,710,1400000,2,1,2014,RL Developments Pte Ltd,D2 - Chinatown / Tanjong Pagar,Swimming Pool|Tennis Court|Fitness Area|Landscaped Garden|Gymnasium|Wadpool|Barbecue Area|Air Conditioning|Cooker Hob/hood|Water Heater|Flooring For Bedroom|Wardrobe|Air-conditioning|Flooring For Living/dining|Kitchen,NA,NA,NA,Apartment,251,Spottiswoode 18,Apartment,1972,FREEHOLD,NA,2
989,11 MARSILING DRIVE (730011),1.440394674,103.77794,12,380000,NA,3,1976,NA,NA,Renovated|Corner Unit|Cooker Hob/hood|Air Conditioning|Water Heater,NA,NA,Woodlands,Model A,NA,MARSILING DRIVE,HDB 5 Rooms,280,LEASEHOLD/99 years,NA,NA
990,424 Bukit Batok West Avenue 2 (650424),1.36183113,103.7455072,8,310000,NA,3,1987,NA,NA,Renovated|Park/greenery View|Corner Unit|Cooker Hob/hood|Water Heater,NA,NA,Bukit Batok,Simplified,NA,Bukit Batok West Avenue 2,HDB 4 Rooms,339,LEASEHOLD/99 years,NA,NA
991,Emerald Hill Road,1.303354997,103.8397027,NA,1.60E+07,6,5,2011,NA,D9 - Orchard / River Valley,Renovated|Cooker Hob/hood|Air Conditioning|Water Heater|Outdoor Patio|Balcony|Maidsroom|Roof Terrace,NA,NA,NA,Conservation Homes,NA,Emerald Hill Conservation Area,Terrace,NA,FREEHOLD,NA,9
992,178 Jalan Eunos (419530),1.327813753,103.9062543,657,1022000,NA,2+1,2020,RH Eunos Pte Ltd,D14 - Eunos / Geylang / Paya Lebar,Renovated|Park/greenery View|Air Conditioning|Water Heater|Cooker Hob/hood|Balcony,NA,NA,NA,Apartment,48,The Navian,Apartment,1556,FREEHOLD,NA,14
993,26 Newton Road (307957),1.315705605,103.8416612,614,1630000,2,2,2016,Novelty Corp Pte Ltd,D11 - Newton / Novena,"Swimming Pool|Pavilion With Bbq Corner|Wading Pool|Changing Room, Shower Point|Cabana|Sentry Point|Car Park|Gymnasium|Bin Centre|Lobby|Outdoor Shower|Children Playground|Pool Deck|Genset|Drop Off Point|City View|Original Condition|Air Conditioning|Water Heater|Intercom|Cooker Hob/hood|Balcony",NA,Partially Furnished,NA,Condominium,180,26 Newton,Condominium,2655,FREEHOLD,NA,11
994,11 Jalan Batu (431011),1.301697393,103.8825805,14,870000,2,3,1986,NA,NA,Renovated|Air Conditioning|Cooker Hob/hood|Water Heater,NA,Partially Furnished,Kallang/Whampoa,Executive Apartment,NA,Jalan Batu,HDB Executive,577,LEASEHOLD/99 years,NA,NA
995,Barker Road,1.321000411,103.8353115,NA,11500000,4,5,1994,NA,D11 - Newton / Novena,Renovated|Air Conditioning|Cooker Hob/hood|Intercom|Water Heater|Outdoor Patio|Maidsroom,NA,Partially Furnished,NA,Detached,NA,Barker Road,Detached,NA,FREEHOLD,NA,11
996,1 Jalan Mata Ayer (759075),1.425325958,103.8250688,1226,890000,2,3,NA,Northspring Development Pte Ltd (CPL),D27 - Sembawang / Yishun,Corner Unit|Renovated|Air Conditioning|Bathtub|Intercom|Water Heater|Cooker Hob/hood|Bombshelter,NA,Partially Furnished,NA,Condominium,304,Euphony Gardens,Condominium,726,LEASEHOLD/99 years,NA,27
997,272 Toh Guan Road (600272),1.34212471,103.7455322,12,648000,NA,3,NA,NA,NA,Renovated|Air Conditioning|Air Conditioning|Water Heater,NA,NA,Jurong East,Model A,NA,Toh Guan Road,HDB 5 Rooms,502,LEASEHOLD/99 years,NA,NA
998,39 Yishun Street 51 (767994),1.416946782,103.8450009,947,710500,3,3,2017,Gee-I Investments Pte. Ltd.,D27 - Sembawang / Yishun,Corner Unit|Air Conditioning|Intercom|Water Heater|Cooker Hob/hood|Balcony,NA,Partially Furnished,NA,Executive Condominium,525,Signature At Yishun,Condominium,750,LEASEHOLD/99 years,NA,27
999,Paya Lebar Crescent,1.349189076,103.8842052,4263,2712000,5,4,2015,NA,D19 - Hougang / Punggol / Sengkang,Swimming Pool View|Air Conditioning|Corner Unit|Jacuzzi|Bathtub|Private Pool|Air Conditioning|Water Heater|Roof Terrace,NA,Not Furnished,NA,Cluster House,NA,The Morris Residences,Terrace,636,FREEHOLD,NA,19
